full_text,ner
 بدكم دوله بدكم نظام والله عمره العرب بصير خير,O O O O O O O O O
 هسا فتحو صرة,O STAT B-LOC
 اللي بيصير عمقسوم حواره شيء مقرف,O O O B-LOC O O
شرطة زعترة ؟؟ فاضي زعتره,B-ORG B-LOC O STAT B-LOC
 مدخل بير زيت للي خارج ازمة,O O O O O STAT
الطنيب شو سالك,O O STAT
 صرة سالك الجهتين,B-LOC STAT O
فاضي زعتره يخوي هسا مرقت عزعترة وبخالفو بسيارة برايفت,STAT B-LOC O O O B-LOC O O O
 حاجز حواره دخول لنابلس يوجد شي للخارج ازمه وتفتيش,Barr B-LOC O O O O O STAT STAT
 حواره سالكة ازمة,B-LOC STAT STAT
حاجز حواره دخول لنابلس يوجد شي للخارج ازمه وتفتيش الخارج لوين,Barr B-LOC O O O O O STAT STAT O O
 حاجز بيت فوريك,Barr B-LOC I-LOC
 أزمة دوار كدوميم للفندق,STAT Barr B-LOC B-LOC
 طريق نابلس لقلقيلية ازمه خانقه تمتد الفندق الى جيت,Barr O O STAT O O B-LOC O B-LOC
حواره سالكة ازمة حدا عامل الازمه العرب,B-LOC STAT STAT O O STAT O
 لمربعة سالكة وفش جيش,B-LOC STAT O B-ORG
 الطنيب أزمة ماشية والسبب كثافة السير الطريق طولكرم قلقيلية,O STAT STAT O O O Barr O O
 حوارة فاتحة يا اخوان الشارع الرئسي والحاجز؟؟؟,B-LOC STAT O O O O O
 وحاجز هواره,Barr O
 شباب حاجز حوارة,O Barr B-LOC
 للخارج نابلس أزمة وتفتيش,O O STAT STAT
 ازمه,STAT
 شباب حوراه سالكه بتجاه نابلس,O O STAT O O
طريق نابلس لقلقيلية ازمه خانقه تمتد الفندق الى جيت كارنيه شمرون الازمة,Barr O O STAT O O B-LOC O B-LOC O I-LOC STAT
 حواره لداخل سالك,B-LOC O STAT
 زعترة سالكة فاضي,B-LOC STAT STAT
حدا بعرف شو وضع بيت ايل للداخل رام الله سالك,O O O O B-LOC I-LOC O O O STAT
 شرطة زعترة للي طالع,B-ORG B-LOC O O
يتسهار يا جماعه سالكه,B-LOC O O STAT
 بمرقو الحاجز المسكر ههههه,O Barr STAT O
 نزول زعترة سالك,O B-LOC STAT
الطريق طولكرم نابلس ازمه دير شرف,Barr O O STAT B-LOC I-LOC
 للداخل نابلس مخصوم زعترة مخصوم حوارة سالك شوي ازمة مخصوم حوارة للداخل نابلس والخارج نابلس ازمة كبيرة وتفتيش دقيق,O O Barr B-LOC Barr B-LOC STAT O STAT Barr B-LOC O O O O STAT O STAT O
شو وضع الطريق الفندق جيت جنين ازمه الفندق قدوميم,O O Barr B-LOC B-LOC O STAT B-LOC B-LOC
 ازمة خانقة كدومين الفندق,STAT O B-LOC B-LOC
دير شرف سالكة ؟ سالك,B-LOC I-LOC STAT O STAT
 المربعه فاتحه,B-LOC STAT
 حواره البلد سالكه,B-LOC O STAT
 زعترة ازمةمن قبلان اخف,B-LOC STAT O O
 ماشي اخي,STAT O
 حاجز,Barr
حاجز ازمه,Barr STAT
 حوارة الي داخل عنابلس سالك الي طالع اززززمة خانقة,B-LOC O O B-LOC STAT O O O O
 شباب مسا الخير محسوم جبع,O O O Barr B-LOC
 ازمة خانقة كدوميم الفندق,STAT O B-LOC B-LOC
ازمة خانقة كدوميم الفندق العكس,STAT O B-LOC B-LOC O
 سيارة شرطة مدني واقفة زعترة وبتخالف,O B-ORG O STAT B-LOC O
العكس ازمه كفر لاقف لجين صافوط للفندق,O STAT O O O O B-LOC
 سالك حواره وتسهار ازمه,STAT B-LOC B-LOC STAT
العكس للي خارج نابلس الازمة اما الي رايح صرة ونابلس فش اشي,O O O O STAT O O O B-LOC O O STAT
 شباب حاجز جبع رام الله,O Barr B-LOC O O
حوارة البلد اشي سالكة سالكه,B-LOC O STAT STAT STAT
شباب حاجز جبع رام الله مافي حاجز ازمه لحزمه,O Barr B-LOC O O O Barr STAT O
 سالكة,STAT
 نزول بيتا فاضي,O B-LOC STAT
 ازمة الفندق,STAT B-LOC
 الفندق أزمة وقوف تام,B-LOC STAT O O
 حواره الخارجين,B-LOC O
 يتسهار سالك أزمة خفيفة,B-LOC STAT STAT O
الطريق نابلس لطولكرم سالكة,Barr O O STAT
 شافي شمرون للخارج نابلس تفيش ازمه,B-LOC I-LOC O O STAT STAT
الطريق نابلس لطولكرم سالكه,Barr O O STAT
 داخل سالك,O STAT
صرة فاتحة ؟ فاتحة,B-LOC STAT O STAT
ايش وضع عناب شالك سالك,O O B-LOC O STAT
الطريق نابلس لطولكرم أزمة الطنيب او حاجز,Barr O O STAT O O Barr
حاجز حوارة للي طالع ؟ تفنيش وازمه,Barr B-LOC O O O STAT STAT
شافي شمرون للخارج نابلس تفيش ازمه يعني الف عناب بزاريا احسن,B-LOC I-LOC O O STAT STAT O O B-LOC O O
نابلس لحوارة لجماعين اي طريق الي سالكة المربعة مادما عصيرة عوريف جماعين اسرع واسلك طريق,O B-LOC B-LOC I-LOC Barr O STAT B-LOC B-LOC O O B-LOC O O Barr
 جبع لحزمة,B-LOC O
جبع لحزمة ازمه,B-LOC O STAT
الخير بتنصح بورين المربعة حوارة انا بحوارة للي داخل اخف الي طالع نابلس,O O O B-LOC B-LOC I-LOC B-LOC O O O O O O
 حواره الداخلين,B-LOC O
 حواره للي داخل عنابلس ازمه,B-LOC O O B-LOC STAT
حواره للي داخل عنابلس ازمه والطالع كمان رحنا طرق إلتفافية,B-LOC O O B-LOC STAT O O O Barr O
صره شباب فاتحة,B-LOC O STAT
 الله يسلمك,O O
 احنا طالعين ازمة رحنا طرق إلتفافية,O O STAT O Barr O
 والجيش مكان موزعين,B-ORG O O
 حاجز حوارة ازمة خانقة الطالع وسالك الدارخا,Barr B-LOC STAT O O STAT O
الداخل نابلس حواره شو وضع الطريق؟ الجيش بحوارة مكان وازمة,O O B-LOC O O O B-ORG B-LOC O STAT
 ازمه حاجز حواره عالداخل عحواره,STAT Barr B-LOC O O
 سالكة,STAT
 شرطة عزعترة شباب,B-ORG B-LOC O
نابلس طولكرم ازمة؟ سالكة,O O STAT STAT
 حوارة للخارج,B-LOC O
 حاجز بيت فوريك,Barr B-LOC I-LOC
حوارة للخارج ازمة,B-LOC O STAT
حوارة للخارج ازمة,B-LOC O STAT
 للداخل نابلس,O O
 رحنا طرق إلتفافية,O Barr O
شو وضع الحمرا شباب سالك,O O B-LOC O STAT
للداخل نابلس برضوا ازمة يا جماعة,O O O STAT O O
 المحسوم ماكل هوا صرلي نص بالأزمة,Barr O O O O O
للداخل نابلس حوارة سالكك للي داخل نابلس الازمه بسبب السيارات بالاتجاه العكسي مسكره الي خارج حوارة ماشي,O O B-LOC STAT O O O STAT O O O O STAT O O B-LOC STAT
 لسا موصلتش المحسوم,O O Barr
 كدوميم للفندق ازمة,B-LOC B-LOC STAT
المحسوم ماكل هوا صرلي نص بالأزمة محسوم قلنديا,Barr O O O O O Barr B-LOC
 المربعة سالكة جيش,B-LOC STAT B-ORG
 محسوم الجيب,Barr B-ORG
نابلس لرامالله كيف؟ تقطع حوارة سالكة,O O O O B-LOC STAT
 ازمه طريق الفندق للخارج نابلس,STAT Barr B-LOC O O
 حوارة للي فايت عنابلس,B-LOC O O B-LOC
محسوم الجيب اخر تحديث ثلث زاطم,Barr B-ORG O O O STAT
 خليني المحسوم احسنلي,O Barr O
حوارة للي فايت عنابلس سالك,B-LOC O O B-LOC STAT
 حاجز حوارة للي خارج نابلس,Barr B-LOC O O O
 دير شرف ازمة كثير للطالع,B-LOC I-LOC STAT O O
 طريق حواره للي داخل نابلس,Barr B-LOC O O O
 يعني طريق قلقيليه سالكه,O Barr O STAT
طريق حواره للي داخل نابلس ازمة خفيفة سالكة بسبب الي بتجاوزو,Barr B-LOC O O O STAT O STAT O O O
 للي خارج نابلس المربعة بورين يتسهار,O O O B-LOC O B-LOC
خليني المحسوم احسنلي خليك لهلئ زاطم,O Barr O O O STAT
وضع يتسار للداخل عنابلس ؟؟ ازمة ماشية,O B-LOC O B-LOC O STAT STAT
 حواره ازمه خانقه,B-LOC STAT O
 فاتحة,STAT
دير شرف؟ ازمة للي خارج,B-LOC I-LOC STAT O O
 شباب حاجز حوارة بسكر للي داخل نابلس سكر بضيق المستوطنين,O Barr B-LOC STAT O O O STAT O B-ORG
شباب حاجز حوارة بسكر للي داخل نابلس سكر بضيق المستوطنين مش مسكر مين حكا مسكر,O Barr B-LOC STAT O O O STAT O B-ORG O STAT O O STAT
دير شرف؟ ازمة طويلة للخارج باتجاه طولكرم مفرق الطنيب,B-LOC I-LOC STAT O O O O O O
 ازمة,STAT
 حاجز حوارة خارج نابلس,Barr B-LOC O O
 حاجز شافي شومرون؟؟,Barr B-LOC O
 هيني عالحاجز سالكة للي داخل,O O STAT O O
 حزما أزمة الصيدين,B-LOC STAT O
شباب شو وضح حوارة لنابلس سالكة,O O O B-LOC O STAT
 حواره سالكه للداخل,B-LOC STAT O
شباب شو وضع قلنديا بإتجاه رام الله ازمة خانقة قلنديا,O O O B-LOC O O O STAT O B-LOC
شباب وضع حواره للداخل سالكة,O O B-LOC O STAT
 شباب حاجز جبع رام الله,O Barr B-LOC O O
حوارة باتجاه رام الله ازمة وتفتيش,B-LOC O O O STAT STAT
 صره سالك,B-LOC STAT
صره سالك سالك,B-LOC STAT STAT
 شباب بيت فوريك حاجز للي داخل طالع,O B-LOC I-LOC Barr O O O
المربعة شو وضعها؟؟ سالك ألف لايوجد جيس,B-LOC O O STAT O O O
حاجز حواره شو وضعه للي طالع نابلس سألك تفتيش,Barr B-LOC O O O O O O STAT
حاجز حواره شو وضعه للي طالع نابلس الحاجز ازمه السيارات,Barr B-LOC O O O O O Barr STAT O
شو وضع زعترة يا شباب سالك,O O B-LOC O O STAT
 روحت رام الله باتجاه ديرشرف بيرزيت حاليا انا صرة الطريق سالكة,O O O O O O O I-LOC B-LOC Barr STAT
روحت رام الله باتجاه ديرشرف بيرزيت حاليا انا صرة الطريق سالكة وازمة خفيفة,O O O O O O O I-LOC B-LOC Barr STAT STAT O
 دوار يتسهار سالك الاتجاهات,Barr B-LOC STAT O
شو وضع حواره للداخل نابلس ازمة,O O B-LOC O O STAT
 انا باريحا ومروح عنابلس يعني بتكون خفت الازمه صحيح,I-LOC O O B-LOC O O O STAT O
ازمة سلكت,STAT O
زعترة شباب فاضيه,B-LOC O STAT
زعترة ؟ سالكه,B-LOC O STAT
زعترة شباب سالكة,B-LOC O STAT
 ازمه خانقه للي رايح تلا الفندق,STAT O O O B-LOC B-LOC
شو وضع حاجز حواره؟ ازمه عالخارج مننابلش,O O Barr O STAT O O
شو وضع زعترة يا اخوان فاضيه,O O B-LOC O O STAT
شافي شمرون ويتسهار شباب ازمة,B-LOC I-LOC B-LOC O STAT
 وحاجزين سيارتين,O O
 دوار عينابوس سالك,Barr O STAT
 دوار بيتا سالك,Barr B-LOC STAT
بوابة يبرود ؟؟ فاتحة,O O O STAT
يسعد مساكمكيف وضع بيت ايل ازمة للي خارج رام الله,O O O B-LOC I-LOC STAT O O O O
 حواره سالكه,B-LOC STAT
 حاجز بيت فوريك مفلق,Barr B-LOC I-LOC O
يسعد مساكم صرة سالكة ؟ سالكة,O O B-LOC STAT O STAT
 بوابة يبرود فاتحة او مسكرة شباب,O O STAT O STAT O
 شباب صرة فاتحة ازمة طريق الفندق,O B-LOC STAT STAT Barr B-LOC
 الطريق العادية سالكة,Barr B-LOC STAT
يسعد مساكم يا شبابشو وضع حواره للي خارج نابلس ازمةةة,O O O O O B-LOC O O O STAT
 سالك,STAT
 سالكة,STAT
وزعترة؟ سالكة,B-LOC STAT
وزعترة؟ سالكة حركة سير ماشية,B-LOC STAT O O STAT
صره سالكة,B-LOC STAT
 شباب طريق صره خارج وداخل,O Barr B-LOC O O
شباب طريق صره خارج وداخل سالكة,O Barr B-LOC O O STAT
حزما ازمة,B-LOC STAT
يسعد مساكمحاجز الحمره فاتح شو فاتح,O O B-LOC STAT O STAT
يسعد مساكمحاجز الحمره فاتح شو فاتح,O O B-LOC STAT O STAT
صره سالكة,B-LOC STAT
السلام رام الله لطولكرم شو احسن طريق سالكه الطريق العادية سالكة,O O O O O O Barr STAT Barr B-LOC STAT
 لانو معلي فرايم حاجز وتفتيش,O O O Barr STAT
 دوار زعترة سالك الاتجاهات,Barr B-LOC STAT O
 الي نازل زعترة حوارة سالكة,O O B-LOC B-LOC STAT
الحمره اكيد فاتح حاجز؟؟ سالكة,B-LOC O STAT Barr STAT
رام الله طولكرم احسن انزل واد قانا سالكة الطريق العادية,O O O O O B-LOC I-LOC STAT Barr B-LOC
شباب شو وضع حوارة للي طالع نابلس ازمة,O O O B-LOC O O O STAT
 مفرق جيت صرة الاتجاهات سالك,O B-LOC B-LOC O STAT
 حاجز صرة سالك,Barr B-LOC STAT
 مفرق جيت النازل يتسهار سالك,O B-LOC O B-LOC STAT
 اشارات عيلي سالكة,O O STAT
 سيارة شرطة بتخالف اشارات عيلي للي رايح رام الله,O B-ORG O O O O O O O
 بيت فوريك مغلق,B-LOC I-LOC STAT
شباب شو وض زعترة باتجاه رام الله سالكة,O O O B-LOC O O O STAT
 بوابة مادما مغلقة,O B-LOC STAT
 اشارات شيلو سالكة,O O STAT
 ترمسعيا سالكة,B-LOC STAT
 صره سالكه,B-LOC STAT
شباب شو وضع الطريق جنين لنابلس سالكة,O O O Barr O O STAT
 مفرق يتسهار جيش,O B-LOC B-ORG
 سالكه,STAT
 حاجز حوارة ازمة وتفتيش للي خارج نابلس الداخل نابلس سالك,Barr B-LOC STAT STAT O O O O O STAT
 طريق محسوم قلنديا ماكل هوا المسالك ازمة عكس السير ازمة,Barr Barr B-LOC O O O STAT O O STAT
 حزمة وجبع يا شباب,O B-LOC O O
 النازل يتسهار للدوار سالك,O B-LOC Barr STAT
 دوار يتسهار سالك تواجد للجيش,Barr B-LOC STAT O B-ORG
حزمة وجبع يا شباب ازمة خانقة,O B-LOC O O STAT O
 حوارة البلد سالكةحركة سير طبيعيةوتواجد كثيف للجيش كالعادة,B-LOC O O O O O B-ORG O
 دوار سلمان الفارسي سالك الاتجاهات كامل خط حوارة الرئيسي سالك,Barr B-LOC I-LOC STAT O O O B-LOC O STAT
 حوارة سالك بلتجاهين جيش,B-LOC STAT O B-ORG
 حوارة سالك للجهتين هيني,B-LOC STAT O O
 اش,O
 دوار عينابوس سالك الاتجاهات وتواجد للجيش,Barr O STAT O O B-ORG
 زعترة سالك الاتجاهات ونظيف,B-LOC STAT O STAT
 شي حوارة سالك,O B-LOC STAT
 سالك اخوي هسة فتت نابلس,STAT O O O O
 جيش,B-ORG
 بوابة يبرود فاتحة,O O STAT
 اشارات عيون الحرامية سالكة,O O O STAT
 اشارات عوفرا سالكة,O B-LOC STAT
شباب صره شو وضعو سالك,O B-LOC O O STAT
 حاجز بيت فوريك,Barr B-LOC I-LOC
حاجز بيت فوريك ازمه لبعد دار عبدو,Barr B-LOC I-LOC STAT O Barr O
 حواره للداخل نابلس سالك,B-LOC O O STAT
 الخارج نابلس ازمه وتفتيش,O O STAT STAT
 دوار يتسهار تجمع الان للمستوطنين تواجد للجيش,Barr B-LOC O O B-ORG O B-ORG
 حاجز بيت فوريك مازم,Barr B-LOC I-LOC O
شو تلا حزما هاي الازمه الظهر مش الظهر هاي الازمه الصبحالي بعرف يتخطها يصير يروح طريق أصبحت مقرفه وازمتها لاتطاق,O B-LOC B-LOC O STAT O O O O STAT O O O O O Barr O O O O
